
Buscando mesa en Conforama ... 
Número de intentos realizados: 0

Buscando mesa en IKEA ... 
         1214583 function calls (1189118 primitive calls) in 9.773 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _warnings.py:15(UnusualUsageWarning)
        1    0.000    0.000    0.000    0.000 _warnings.py:26(MarkupResemblesLocatorWarning)
        1    0.000    0.000    0.000    0.000 _warnings.py:4(GuessedAtParserWarning)
        1    0.000    0.000    0.000    0.000 _warnings.py:62(AttributeResemblesVariableWarning)
        1    0.000    0.000    0.000    0.000 _warnings.py:83(XMLParsedAsHTMLWarning)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:36(__init__)
        3    0.000    0.000    0.000    0.000 _weakrefset.py:81(add)
        1    0.000    0.000    0.000    0.000 abc.py:1(<module>)
    77/59    0.000    0.000    0.000    0.000 abc.py:100(__subclasscheck__)
       58    0.000    0.000    0.000    0.000 abc.py:7(abstractmethod)
       84    0.000    0.000    0.002    0.000 abc.py:84(__new__)
        4    0.000    0.000    0.000    0.000 abc.py:89(register)
      110    0.000    0.000    0.000    0.000 abc.py:96(__instancecheck__)
        1    0.000    0.000    0.000    0.000 account.py:18(<module>)
        1    0.000    0.000    0.000    0.000 account.py:22(LoginState)
        1    0.000    0.000    0.000    0.000 account.py:27(Account)
        1    0.000    0.000    0.002    0.002 action_builder.py:18(<module>)
        1    0.000    0.000    0.000    0.000 action_builder.py:33(ActionBuilder)
        1    0.000    0.000    0.002    0.002 action_chains.py:17(<module>)
        1    0.000    0.000    0.000    0.000 action_chains.py:38(ActionChains)
        1    0.000    0.000    0.000    0.000 alert.py:17(<module>)
        1    0.000    0.000    0.000    0.000 alert.py:23(Alert)
        1    0.000    0.000    0.000    0.000 base64.py:3(<module>)
        1    0.000    0.000    0.000    0.000 base64mime.py:5(<module>)
        1    0.000    0.000    0.000    0.000 bidi_connection.py:19(<module>)
        1    0.000    0.000    0.000    0.000 bidi_connection.py:19(BidiConnection)
        1    0.000    0.000    0.000    0.000 big5freq.py:43(<module>)
        1    0.000    0.000    0.000    0.000 big5prober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 big5prober.py:34(Big5Prober)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 by.py:17(<module>)
        1    0.000    0.000    0.000    0.000 by.py:24(By)
        1    0.000    0.000    0.001    0.001 bz2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bz2.py:30(BZ2File)
        1    0.000    0.000    0.000    0.000 calendar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:148(Calendar)
        1    0.000    0.000    0.000    0.000 calendar.py:154(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:160(setfirstweekday)
        1    0.000    0.000    0.000    0.000 calendar.py:24(IllegalMonthError)
        1    0.000    0.000    0.000    0.000 calendar.py:293(TextCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:31(IllegalWeekdayError)
        1    0.000    0.000    0.000    0.000 calendar.py:410(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:50(_localized_month)
        1    0.000    0.000    0.000    0.000 calendar.py:52(<listcomp>)
        1    0.000    0.000    0.000    0.000 calendar.py:546(different_locale)
        2    0.000    0.000    0.000    0.000 calendar.py:55(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:558(LocaleTextCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:589(LocaleHTMLCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:69(_localized_day)
        1    0.000    0.000    0.000    0.000 calendar.py:72(<listcomp>)
        2    0.000    0.000    0.000    0.000 calendar.py:74(__init__)
        1    0.000    0.000    0.000    0.000 chardistribution.py:113(EUCTWDistributionAnalysis)
        1    0.000    0.000    0.000    0.000 chardistribution.py:132(EUCKRDistributionAnalysis)
        1    0.000    0.000    0.000    0.000 chardistribution.py:151(GB2312DistributionAnalysis)
        1    0.000    0.000    0.000    0.000 chardistribution.py:170(Big5DistributionAnalysis)
        1    0.000    0.000    0.000    0.000 chardistribution.py:192(SJISDistributionAnalysis)
        1    0.000    0.000    0.000    0.000 chardistribution.py:217(EUCJPDistributionAnalysis)
        1    0.000    0.000    0.001    0.001 chardistribution.py:28(<module>)
        1    0.000    0.000    0.000    0.000 chardistribution.py:40(CharDistributionAnalysis)
        1    0.000    0.000    0.000    0.000 charset.py:167(Charset)
        2    0.000    0.000    0.000    0.000 charset.py:211(__init__)
        1    0.000    0.000    0.001    0.001 charset.py:6(<module>)
        1    0.000    0.000    0.000    0.000 charsetgroupprober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 charsetgroupprober.py:32(CharSetGroupProber)
        1    0.000    0.000    0.000    0.000 charsetprober.py:29(<module>)
        1    0.000    0.000    0.000    0.000 charsetprober.py:35(CharSetProber)
        1    0.000    0.000    0.021    0.021 client.py:1(<module>)
       19    0.000    0.000    0.002    0.000 client.py:1002(_send_output)
       19    0.000    0.000    0.001    0.000 client.py:1056(putrequest)
        1    0.000    0.000    0.000    0.000 client.py:106(<dictcomp>)
       19    0.000    0.000    0.000    0.000 client.py:1183(_encode_request)
       19    0.000    0.000    0.000    0.000 client.py:1187(_validate_method)
       19    0.000    0.000    0.000    0.000 client.py:1196(_validate_path)
        5    0.000    0.000    0.000    0.000 client.py:1204(_validate_host)
      120    0.001    0.000    0.001    0.000 client.py:1212(putheader)
       19    0.000    0.000    0.002    0.000 client.py:1240(endheaders)
        3    0.000    0.000    0.001    0.000 client.py:1253(request)
        3    0.000    0.000    0.001    0.000 client.py:1258(_send_request)
       12    0.000    0.000    0.000    0.000 client.py:1260(<genexpr>)
       18    0.000    0.000    7.404    0.411 client.py:1304(getresponse)
        1    0.000    0.000    0.000    0.000 client.py:1372(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 client.py:1430(HTTPException)
        1    0.000    0.000    0.000    0.000 client.py:1435(NotConnected)
        1    0.000    0.000    0.000    0.000 client.py:1438(InvalidURL)
        1    0.000    0.000    0.000    0.000 client.py:1441(UnknownProtocol)
        1    0.000    0.000    0.000    0.000 client.py:1446(UnknownTransferEncoding)
        1    0.000    0.000    0.000    0.000 client.py:1449(UnimplementedFileMode)
        1    0.000    0.000    0.000    0.000 client.py:1452(IncompleteRead)
        1    0.000    0.000    0.000    0.000 client.py:1466(ImproperConnectionState)
        1    0.000    0.000    0.000    0.000 client.py:1469(CannotSendRequest)
        1    0.000    0.000    0.000    0.000 client.py:1472(CannotSendHeader)
        1    0.000    0.000    0.000    0.000 client.py:1475(ResponseNotReady)
        1    0.000    0.000    0.000    0.000 client.py:1478(BadStatusLine)
        1    0.000    0.000    0.000    0.000 client.py:1485(LineTooLong)
        1    0.000    0.000    0.000    0.000 client.py:1490(RemoteDisconnected)
        1    0.000    0.000    0.000    0.000 client.py:174(HTTPMessage)
       18    0.000    0.000    0.000    0.000 client.py:204(_read_headers)
       18    0.000    0.000    0.006    0.000 client.py:222(parse_headers)
        1    0.000    0.000    0.000    0.000 client.py:237(HTTPResponse)
       18    0.000    0.000    0.001    0.000 client.py:246(__init__)
       18    0.001    0.000    7.397    0.411 client.py:276(_read_status)
       18    0.000    0.000    7.403    0.411 client.py:309(begin)
       18    0.000    0.000    0.000    0.000 client.py:381(_check_close)
       18    0.000    0.000    0.000    0.000 client.py:410(_close_conn)
       18    0.000    0.000    0.000    0.000 client.py:415(close)
       18    0.000    0.000    0.000    0.000 client.py:427(flush)
       62    0.000    0.000    0.000    0.000 client.py:438(isclosed)
       16    0.000    0.000    0.002    0.000 client.py:448(read)
       16    0.000    0.000    0.002    0.000 client.py:606(_safe_read)
        2    0.000    0.000    0.000    0.000 client.py:730(info)
        1    0.000    0.000    0.000    0.000 client.py:772(HTTPConnection)
        3    0.000    0.000    0.000    0.000 client.py:788(_get_content_length)
        5    0.000    0.000    0.000    0.000 client.py:820(__init__)
        5    0.000    0.000    0.000    0.000 client.py:866(_get_hostport)
        3    0.000    0.000    0.000    0.000 client.py:886(set_debuglevel)
        3    0.000    0.000    0.001    0.000 client.py:920(connect)
        3    0.000    0.000    0.000    0.000 client.py:929(close)
       31    0.000    0.000    0.002    0.000 client.py:943(send)
      139    0.000    0.000    0.000    0.000 client.py:981(_output)
        2    0.000    0.000    0.000    0.000 client_config.py:106(proxy)
        2    0.000    0.000    0.000    0.000 client_config.py:111(proxy)
        2    0.000    0.000    0.000    0.000 client_config.py:122(ignore_certificates)
        2    0.000    0.000    0.000    0.000 client_config.py:127(ignore_certificates)
        2    0.000    0.000    0.000    0.000 client_config.py:136(init_args_for_pool_manager)
        2    0.000    0.000    0.000    0.000 client_config.py:142(init_args_for_pool_manager)
       20    0.000    0.000    0.000    0.000 client_config.py:152(timeout)
        4    0.000    0.000    0.000    0.000 client_config.py:158(timeout)
        1    0.000    0.000    0.004    0.004 client_config.py:17(<module>)
        6    0.000    0.000    0.000    0.000 client_config.py:172(ca_certs)
        2    0.000    0.000    0.000    0.000 client_config.py:177(ca_certs)
       16    0.000    0.000    0.000    0.000 client_config.py:187(username)
        2    0.000    0.000    0.000    0.000 client_config.py:193(username)
        2    0.000    0.000    0.000    0.000 client_config.py:205(password)
       48    0.000    0.000    0.000    0.000 client_config.py:211(auth_type)
        2    0.000    0.000    0.000    0.000 client_config.py:216(auth_type)
        2    0.000    0.000    0.000    0.000 client_config.py:230(token)
        2    0.000    0.000    0.000    0.000 client_config.py:236(user_agent)
        2    0.000    0.000    0.000    0.000 client_config.py:241(user_agent)
        2    0.000    0.000    0.000    0.000 client_config.py:246(extra_headers)
        2    0.000    0.000    0.000    0.000 client_config.py:251(extra_headers)
        2    0.000    0.000    0.000    0.000 client_config.py:256(get_proxy_url)
       16    0.000    0.000    0.000    0.000 client_config.py:281(get_auth_header)
        1    0.000    0.000    0.000    0.000 client_config.py:30(AuthType)
        1    0.000    0.000    0.000    0.000 client_config.py:36(ClientConfig)
        2    0.000    0.000    0.000    0.000 client_config.py:37(__init__)
       22    0.000    0.000    0.000    0.000 client_config.py:82(remote_server_addr)
        2    0.000    0.000    0.000    0.000 client_config.py:87(remote_server_addr)
       34    0.000    0.000    0.000    0.000 client_config.py:92(keep_alive)
        2    0.000    0.000    0.000    0.000 client_config.py:97(keep_alive)
        1    0.000    0.000    0.000    0.000 codecs.py:186(__init__)
        1    0.000    0.000    0.000    0.000 codecs.py:260(__init__)
        1    0.000    0.000    0.000    0.000 codecs.py:309(__init__)
        1    0.000    0.000    0.000    0.000 codecs.py:319(decode)
        1    0.000    0.000    0.000    0.000 codecs.py:94(__new__)
        1    0.000    0.000    0.000    0.000 codingstatemachine.py:28(<module>)
        1    0.000    0.000    0.000    0.000 codingstatemachine.py:33(CodingStateMachine)
        1    0.000    0.000    0.000    0.000 command.py:19(<module>)
        1    0.000    0.000    0.000    0.000 command.py:19(Command)
        1    0.000    0.000    0.000    0.000 compat.py:22(<module>)
        1    0.000    0.000    0.002    0.002 configparser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 configparser.py:1192(ConfigParser)
        1    0.000    0.000    0.000    0.000 configparser.py:1224(SafeConfigParser)
        1    0.000    0.000    0.000    0.000 configparser.py:1237(SectionProxy)
        1    0.000    0.000    0.000    0.000 configparser.py:1307(ConverterMapping)
        1    0.000    0.000    0.000    0.000 configparser.py:168(Error)
        1    0.000    0.000    0.000    0.000 configparser.py:181(NoSectionError)
        1    0.000    0.000    0.000    0.000 configparser.py:190(DuplicateSectionError)
        1    0.000    0.000    0.000    0.000 configparser.py:216(DuplicateOptionError)
        1    0.000    0.000    0.000    0.000 configparser.py:243(NoOptionError)
        1    0.000    0.000    0.000    0.000 configparser.py:254(InterpolationError)
        1    0.000    0.000    0.000    0.000 configparser.py:264(InterpolationMissingOptionError)
        1    0.000    0.000    0.000    0.000 configparser.py:276(InterpolationSyntaxError)
        1    0.000    0.000    0.000    0.000 configparser.py:284(InterpolationDepthError)
        1    0.000    0.000    0.000    0.000 configparser.py:297(ParsingError)
        1    0.000    0.000    0.000    0.000 configparser.py:340(MissingSectionHeaderError)
        1    0.000    0.000    0.000    0.000 configparser.py:360(Interpolation)
        1    0.000    0.000    0.000    0.000 configparser.py:376(BasicInterpolation)
        1    0.000    0.000    0.000    0.000 configparser.py:448(ExtendedInterpolation)
        1    0.000    0.000    0.000    0.000 configparser.py:522(LegacyInterpolation)
        1    0.000    0.000    0.001    0.001 configparser.py:560(RawConfigParser)
        2    0.000    0.000    0.006    0.003 connection.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connection.py:1015(DummyConnection)
        2    0.000    0.000    0.000    0.000 connection.py:103(allowed_gai_family)
        1    0.000    0.000    0.000    0.000 connection.py:114(_has_ipv6)
        2    0.000    0.000    0.000    0.000 connection.py:134(__init__)
       14    0.000    0.000    0.000    0.000 connection.py:15(is_connection_dropped)
       20    0.000    0.000    0.000    0.000 connection.py:164(host)
        2    0.000    0.000    0.000    0.000 connection.py:183(host)
        2    0.000    0.000    0.000    0.000 connection.py:193(_new_conn)
        2    0.000    0.000    0.000    0.000 connection.py:27(create_connection)
        2    0.000    0.000    0.000    0.000 connection.py:278(connect)
       16    0.000    0.000    0.000    0.000 connection.py:295(is_closed)
       14    0.000    0.000    0.000    0.000 connection.py:299(is_connected)
        2    0.000    0.000    0.000    0.000 connection.py:316(close)
       16    0.000    0.000    0.001    0.000 connection.py:331(putrequest)
      108    0.000    0.000    0.001    0.000 connection.py:351(putheader)
      216    0.000    0.000    0.000    0.000 connection.py:353(<genexpr>)
       16    0.001    0.000    0.005    0.000 connection.py:365(request)
       80    0.000    0.000    0.000    0.000 connection.py:400(<genexpr>)
       16    0.001    0.000    7.410    0.463 connection.py:481(getresponse)
        1    0.000    0.000    0.000    0.000 connection.py:538(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 connection.py:825(_WrappedAndVerifiedSocket)
        1    0.000    0.000    0.000    0.000 connection.py:84(HTTPConnection)
        2    0.000    0.000    0.000    0.000 connection.py:93(_set_socket_options)
        1    0.000    0.000    0.011    0.011 connectionpool.py:1(<module>)
